,section,name,side,vertices
10,188,7n,L,"[[25231.76719422, 14600.34306503], [25114.00444292, 14554.17018981], [25038.26339196, 14470.12678911], [24987.73536122, 14363.36107313], [24995.20747599, 14219.55506665], [25041.38035121, 14101.79231535], [25125.8388694, 14018.06204181], [25231.7743504, 13983.51245623], [25366.34578184, 14014.53712126], [25442.0868328, 14098.58052196], [25501.01920361, 14197.77213285], [25517.92987407, 14334.83426921], [25479.74622144, 14453.012138], [25403.27692583, 14537.15752902], [25296.51120985, 14587.68555976]]"
11,113,VCA,L,"[[17573.24776083, 12500.01792897], [17493.47234009, 12419.00013929], [17404.88550036, 12345.07874978], [17314.58364182, 12287.06517943], [17155.5054502, 12269.91499133], [17017.71645911, 12279.19906018], [16872.83106785, 12279.67171005], [16727.08816718, 12288.0982695], [16575.96388514, 12271.8055908], [16452.13136947, 12226.26980199], [16345.92169177, 12166.54121283], [16283.769109, 12071.3306228], [16256.86220217, 11947.73443206], [16280.25128105, 11805.42156901], [16339.1223608, 11707.16580089], [16420.14015049, 11627.39038015], [16516.20824993, 11557.2838878], [16610.56133056, 11503.08521461], [16712.86832077, 11449.74405082], [16823.12922056, 11397.26039644], [16932.53261095, 11352.73065165], [17049.03240151, 11317.01232583], [17179.72499243, 11298.91683799], [17315.79896471, 11305.5405883], [17466.06573734, 11329.78717658], [17589.89825301, 11375.32296539], [17669.67367375, 11456.34075507], [17723.01483753, 11558.64774528], [17767.54458233, 11668.05113567], [17794.45148916, 11791.64732641], [17830.16981497, 11908.14711697], [17857.0767218, 12031.74330771], [17892.79504761, 12148.24309827], [17833.06645845, 12254.45277597], [17767.09897852, 12343.89712511], [17686.08118884, 12423.67254585], [17590.8705988, 12485.82512862]]"
12,168,SuVe,L,"[[23856.19885717, 13274.31780615], [23746.07263813, 13222.16211728], [23718.88277813, 13093.054753], [23724.26899338, 12949.15552199], [23753.33917962, 12814.14839524], [23805.79410267, 12696.02777448], [23865.64495907, 12594.19519135], [23940.58691638, 12516.94428175], [24031.21844296, 12448.28624223], [24137.5395388, 12388.2210728], [24243.56140046, 12336.15030509], [24357.27842966, 12292.37317328], [24478.69062641, 12256.88967738], [24600.10282315, 12221.40618147], [24721.5150199, 12185.92268557], [24799.06516368, 12252.87024115], [24834.54865959, 12374.2824379], [24805.47847335, 12509.28956464], [24745.92685112, 12603.12774605], [24678.38082717, 12696.66669328], [24602.8404015, 12789.90640633], [24527.89844419, 12867.15731593], [24437.26691761, 12935.81535545], [24346.63539103, 13004.47339497], [24248.00946274, 13072.83220031], [24149.9820028, 13125.2022022], [24043.66090696, 13185.26737163], [23937.6390453, 13237.33813934]]"
13,152,7n,L,"[[23577.90016882, 15579.01458523], [23426.95736087, 15559.41181172], [23293.19149223, 15525.07972199], [23176.60256288, 15476.01831604], [23085.77904248, 15404.86293577], [23029.30940068, 15304.24892305], [23030.51142335, 15183.98855908], [23123.76077796, 15118.93044763], [23253.22151734, 15104.79124831], [23404.16432529, 15124.39402182], [23537.93019394, 15158.72611155], [23645.93065363, 15215.1521756], [23728.16570438, 15293.67221399], [23801.81228548, 15379.55691049], [23768.09210153, 15505.34621526], [23667.47808881, 15561.81585706]]"
14,293,LPB,R,"[[22934.91239299, 11400.9673345], [22817.55173895, 11353.78177651], [22742.53743891, 11269.0890685], [22735.27730528, 11124.38492046], [22789.96429327, 11015.49353722], [22860.13806167, 10915.55534518], [22921.84255927, 10823.11858314], [22984.03097727, 10722.6964707], [23053.72082527, 10630.74362906], [23130.91210327, 10547.26005822], [23238.59302169, 10489.66822018], [23337.80466931, 10439.57781215], [23445.48558772, 10381.98597411], [23552.68258574, 10332.37948647], [23657.94390217, 10314.71440045], [23783.77382701, 10354.39852843], [23824.91104385, 10469.09695645], [23882.98680228, 10568.79252447], [23949.53183152, 10660.98666248], [24016.07686076, 10753.18080049], [24082.62189, 10845.37493851], [24140.69764843, 10945.07050652], [24132.95492206, 11072.83611296], [24070.76650406, 11173.2582254], [23979.05628645, 11231.81790424], [23834.35213841, 11239.07803787], [23689.64799037, 11246.3381715], [23544.94384233, 11253.59830513], [23399.75577389, 11268.84378916], [23285.54126627, 11301.9956556], [23170.84283824, 11343.13287243], [23048.64298022, 11375.80081847]]"
15,285,LRt,R,"[[27161.71808427, 16206.54942484], [27001.87122684, 16199.55069862], [26858.70892777, 16177.26715928], [26748.91574543, 16124.41399369], [26655.80712146, 16056.27601499], [26562.69849749, 15988.13803628], [26461.24759434, 15927.64246413], [26351.454412, 15874.78929855], [26241.66122967, 15821.93613296], [26140.21032651, 15761.44056082], [26038.75942336, 15700.94498867], [25945.65079939, 15632.80700996], [25894.25357133, 15526.45699846], [25916.53711067, 15383.29469939], [26015.59465193, 15315.56284928], [26152.51428968, 15297.53473795], [26279.69190301, 15319.11840467], [26397.82736453, 15364.3291637], [26507.62054686, 15417.18232928], [26609.07145002, 15477.67790143], [26735.54919072, 15515.24625389], [26878.71148979, 15537.52979323], [27030.21606804, 15552.17092602], [27181.72064629, 15566.8120588], [27299.85610781, 15612.02281782], [27417.99156933, 15657.23357685], [27527.78475166, 15710.08674243], [27629.23565482, 15770.58231458], [27697.31744124, 15861.64751297], [27660.09902509, 15980.1329108], [27561.04148383, 16047.86476091], [27439.75659551, 16074.58508773], [27317.77183457, 16117.29010029], [27219.41416593, 16169.03726466]]"
16,347,VCA,R,"[[17320.85869548, 12400.30191856], [17161.83198286, 12382.6807758], [17011.637663, 12357.98935455], [16887.94052146, 12312.08709782], [16755.41098714, 12273.25511958], [16622.88145283, 12234.42314134], [16499.18431128, 12188.52088461], [16366.65477696, 12149.68890637], [16260.62242095, 12089.64609265], [16145.75767218, 12036.67355742], [16013.22813786, 11997.84157918], [15877.17437499, 11990.81494347], [15748.19089062, 11992.62070053], [15668.65571292, 11911.36705133], [15707.48769115, 11778.83751701], [15768.41156201, 11664.85382537], [15835.52465422, 11567.65386213], [15916.77830342, 11488.11868443], [16019.2427881, 11435.08068504], [16157.05866524, 11426.20464949], [16301.94482088, 11426.16100671], [16446.83097652, 11426.11736393], [16591.71713215, 11426.07372115], [16736.60328779, 11426.03007837], [16879.72732915, 11441.88910685], [17003.4244707, 11487.79136359], [17100.62443394, 11554.9044558], [17171.32721887, 11643.22838349], [17250.86239657, 11724.48203269], [17321.5651815, 11812.80596038], [17401.10035921, 11894.05960958], [17480.63553691, 11975.31325877], [17560.17071461, 12056.56690797], [17639.70589231, 12137.82055717], [17710.40867724, 12226.14448486], [17683.93332032, 12319.79839816], [17589.42017128, 12373.71745469], [17458.67457263, 12391.42588301]]"
17,151,SNR,L,"[[18454.98787706, 13263.62459163], [18296.15094043, 13244.3677081], [18181.83745885, 13190.21581129], [18085.33335928, 13122.10590917], [17997.73395072, 13047.0170044], [17972.46737922, 12923.07508104], [17980.89388339, 12787.10084074], [18028.06677755, 12663.88266814], [18103.15568232, 12576.28325958], [18200.14443923, 12507.45607721], [18295.20750779, 12454.51258851], [18406.15427001, 12403.49478816], [18516.13818805, 12360.41883464], [18625.15926192, 12325.28472795], [18743.0850268, 12283.17161861], [18860.0479475, 12249.0003561], [18983.98987085, 12223.73378459], [19100.95279155, 12189.56252208], [19216.95286807, 12163.3331064], [19334.87863294, 12121.21999706], [19443.89970681, 12086.08589037], [19553.88362486, 12043.00993685], [19663.8675429, 11999.93398333], [19774.81430512, 11948.91618298], [19884.79822317, 11905.84022946], [19993.81929703, 11870.70612277], [20111.74506191, 11828.59301343], [20221.72897995, 11785.51705991], [20330.75005382, 11750.38295322], [20440.73397186, 11707.3069997], [20500.74106793, 11733.31584048], [20530.3601828, 11791.24999132], [20566.348732, 11839.53951282], [20584.9087967, 11922.35892698], [20546.97643131, 12033.69701621], [20539.57542562, 12140.29407277], [20516.57365779, 12237.45076677], [20469.83897905, 12331.34618001], [20400.76623276, 12435.79212641], [20332.65633064, 12532.29622597], [20257.56742587, 12619.89563453], [20175.49951844, 12698.59035209], [20094.39445519, 12769.34322281], [19998.36854246, 12830.22855834], [19902.34262972, 12891.11389388], [19806.31671699, 12951.99922941], [19702.34895742, 13011.92172077], [19600.30688621, 13055.96051847], [19483.34396551, 13090.13178098], [19345.44403685, 13097.58897047], [19200.56510553, 13096.14146895], [19062.66517687, 13103.59865844], [18931.74425086, 13119.96053893], [18814.78133016, 13154.13180144], [18697.81840946, 13188.30306395], [18580.85548876, 13222.47432647], [18463.89256807, 13256.64558898]]"
18,288,5N,R,"[[23223.08205489, 12532.57638877], [23079.74478146, 12511.44759221], [22977.80952488, 12451.77177242], [22900.71547843, 12368.96773869], [22848.46264209, 12263.03549103], [22854.17262937, 12103.13741085], [22883.01083058, 11968.08054079], [22927.26784108, 11849.58447747], [22987.22916023, 11739.65431689], [23054.3288853, 11653.9943677], [23152.26622895, 11601.456032], [23270.76229227, 11645.7130425], [23347.85633873, 11728.51707623], [23400.10917506, 11834.44932389], [23435.80120465, 11955.80038084], [23438.37162075, 12107.98905638], [23409.53341954, 12243.04592644], [23373.27131305, 12361.82748912], [23305.60058925, 12463.47724633]]"
19,341,VCP,R,"[[18303.96788022, 14662.57273573], [18189.53128343, 14608.68149975], [18146.20478865, 14498.79603734], [18120.65581936, 14374.91201832], [18050.66303632, 14286.02439082], [17980.67025328, 14197.13676332], [17910.67747025, 14108.24913582], [17858.46221271, 14005.36295171], [17824.02448067, 13888.47821099], [17841.02984069, 13745.48584151], [17916.86365381, 13649.77151244], [18019.74983791, 13597.55625491], [18135.68983641, 13571.0625434], [18266.57313373, 13554.40233686], [18405.40045158, 13538.68687255], [18546.50333662, 13571.58027362], [18678.7174589, 13611.47295299], [18793.15405569, 13665.36418897], [18889.81312698, 13733.25398156], [18942.02838452, 13836.14016567], [18909.13498345, 13977.24305071], [18849.18921138, 14074.84686422], [18774.30014049, 14162.61717276], [18684.46777077, 14240.55397632], [18588.58086496, 14301.65799661], [18499.69323746, 14371.65077965], [18424.80416657, 14459.42108818], [18363.91365228, 14564.96892222]]"
20,253,SC,S,"[[21882.67469469, 8633.97475895], [21795.7994139, 8630.21679927], [21708.92413311, 8626.45883959], [21622.04885233, 8622.70087991], [21535.17357154, 8618.94292023], [21466.42493884, 8598.56149633], [21379.54965805, 8594.80353665], [21310.80102536, 8574.42211275], [21223.92574457, 8570.66415307], [21155.17711188, 8550.28272917], [21068.30183109, 8546.52476949], [20999.55319839, 8526.14334558], [20967.05786189, 8472.51499324], [20916.43587729, 8435.51010512], [20865.81389269, 8398.50521699], [20815.19190808, 8361.50032887], [20764.56992348, 8324.49544075], [20732.07458698, 8270.8670884], [20681.45260238, 8233.86220028], [20648.95726587, 8180.23384794], [20598.33528127, 8143.22895981], [20565.83994476, 8089.60060747], [20533.34460825, 8035.97225512], [20500.84927174, 7982.34390278], [20468.35393524, 7928.71555043], [20453.98524682, 7858.46373387], [20439.61655841, 7788.2119173], [20476.62144653, 7737.5899327], [20514.37792659, 7669.59289194], [20534.00775856, 7618.2193154], [20588.38770284, 7568.34892274], [20624.64099902, 7535.1019943], [20661.64588715, 7484.48000969], [20716.02583143, 7434.60961703], [20769.65418377, 7402.11428052], [20823.28253612, 7369.61894401], [20876.91088846, 7337.12360751], [20930.53924081, 7304.628271], [20984.16759315, 7272.13293449], [21037.7959455, 7239.63759798], [21091.42429784, 7207.14226148], [21145.05265019, 7174.64692497], [21197.9294106, 7159.52664462], [21268.9328191, 7127.78290005], [21322.56117144, 7095.28756354], [21358.81446763, 7062.0406351], [21413.19441191, 7012.17024243], [21466.82276426, 6979.67490593], [21520.4511166, 6947.17956942], [21556.70441279, 6913.93264098], [21610.33276513, 6881.43730447], [21663.96111748, 6848.94196796], [21717.58946982, 6816.44663145], [21771.9694141, 6766.57623879], [21825.59776645, 6734.08090228], [21878.47452686, 6718.96062193], [21949.47793536, 6687.21687736], [22003.1062877, 6654.72154085], [22055.98304811, 6639.6012605], [22126.98645661, 6607.85751593], [22197.23827318, 6593.48882752], [22250.86662553, 6560.99349101], [22321.11844209, 6546.6248026], [22373.9952025, 6531.50452225], [22444.998611, 6499.76077767], [22515.25042757, 6485.39208926], [22585.50224414, 6471.02340085], [22655.7540607, 6456.65471243], [22709.38241305, 6424.15937593], [22779.63422961, 6409.79068751], [22849.88604618, 6395.4219991], [22920.13786275, 6381.05331068], [22973.76621509, 6348.55797418], [23044.01803166, 6334.18928576], [23114.26984822, 6319.82059735], [23167.89820057, 6287.32526084], [23237.3984252, 6290.33162859], [23308.4018337, 6258.58788401], [23361.27859411, 6243.46760366], [23414.90694646, 6210.97226716], [23502.53381918, 6197.35517068], [23555.41057959, 6182.23489033], [23626.41398809, 6150.49114576], [23713.28926888, 6154.24910544], [23800.16454967, 6158.00706512], [23870.41636623, 6143.6383767], [23939.16499893, 6164.0198006], [24007.91363162, 6184.40122451], [24094.78891241, 6188.15918419], [24181.6641932, 6191.91714387], [24232.2861778, 6228.92203199], [24301.03481049, 6249.30345589], [24369.78344319, 6269.68487979], [24420.40542779, 6306.68976791], [24489.15406048, 6327.07119182], [24539.77604509, 6364.07607994], [24608.52467778, 6384.45750384], [24659.14666238, 6421.46239196], [24709.76864698, 6458.46728009], [24742.26398349, 6512.09563243], [24774.75932, 6565.72398478], [24789.12800841, 6635.97580134], [24803.49669682, 6706.22761791], [24799.73873714, 6793.1028987], [24814.10742556, 6863.35471526], [24828.47611397, 6933.60653183], [24860.97145048, 6987.23488417], [24857.2134908, 7074.11016496], [24871.58217921, 7144.36198153], [24867.82421953, 7231.23726232], [24864.06625985, 7318.11254311], [24860.30830017, 7404.98782389], [24856.55034049, 7491.86310468], [24852.79238081, 7578.73838547], [24849.78601307, 7648.2386101], [24828.65299723, 7734.36229895], [24809.02316527, 7785.73587549], [24771.26668521, 7853.73291625], [24751.63685324, 7905.10649279], [24714.63196512, 7955.72847739], [24660.25202084, 8005.59887005], [24623.99872465, 8038.84579849], [24552.99531615, 8070.58954307], [24500.11855574, 8085.70982342], [24429.86673917, 8100.07851183], [24376.23838683, 8132.57384834], [24322.61003449, 8165.06918484], [24235.7347537, 8161.31122516], [24148.85947291, 8157.55326548], [24078.60765634, 8171.9219539], [23991.73237555, 8168.16399422], [23904.85709477, 8164.40603454], [23834.6052782, 8178.77472295], [23746.97840548, 8192.39181943], [23677.47818085, 8189.38545169], [23590.60290006, 8185.62749201], [23503.72761927, 8181.86953233], [23416.85233848, 8178.11157265], [23329.97705769, 8174.35361297], [23259.72524113, 8188.72230138], [23189.47342456, 8203.0909898], [23102.59814377, 8199.33303012], [23032.34632721, 8213.70171853], [22962.09451064, 8228.07040694], [22891.84269407, 8242.43909536], [22804.21582135, 8256.05619184], [22751.33906094, 8271.17647219], [22680.33565244, 8302.92021676], [22627.45889203, 8318.04049711], [22557.20707546, 8332.40918552], [22486.20366696, 8364.15293009], [22433.32690655, 8379.27321044], [22363.07508998, 8393.64189886], [22308.6951457, 8443.51229152], [22255.06679336, 8476.00762803], [22202.19003295, 8491.12790838], [22148.56168061, 8523.62324488], [22077.5582721, 8555.36698946], [22024.68151169, 8570.48726981], [21971.05315935, 8602.98260631], [21900.80134278, 8617.35129473]]"
21,275,IC,S,"[[23742.7269714, 9403.26962842], [23655.95852407, 9397.55357907], [23569.19007673, 9391.83752972], [23482.4216294, 9386.12148037], [23395.65318207, 9380.40543103], [23308.88473473, 9374.68938168], [23240.61318673, 9352.76285273], [23209.33543741, 9298.41536459], [23159.56078875, 9260.27835605], [23128.28303942, 9205.93086791], [23115.50218943, 9135.37290017], [23084.22444011, 9081.02541203], [23052.94669078, 9026.67792389], [23021.66894146, 8972.33043575], [23008.88809147, 8901.77246802], [22996.10724148, 8831.21450028], [22964.82949216, 8776.86701214], [22952.04864217, 8706.3090444], [22939.26779218, 8635.75107667], [22926.48694219, 8565.19310893], [22913.7060922, 8494.63514119], [22919.42214155, 8407.86669386], [22906.64129156, 8337.30872612], [22893.86044157, 8266.75075838], [22916.93018039, 8181.12552092], [22921.50301987, 8111.71076305], [22943.42954881, 8043.43921505], [22965.35607776, 7975.16766705], [22971.0721271, 7888.39921972], [22992.99865605, 7820.12767172], [23014.92518499, 7751.85612372], [23020.64123434, 7665.08767639], [23026.35728369, 7578.31922906], [23048.28381264, 7510.04768106], [23070.21034158, 7441.77613306], [23092.13687053, 7373.50458506], [23114.06339947, 7305.23303706], [23119.77944882, 7218.46458973], [23142.84918763, 7132.83935226], [23164.77571658, 7064.56780427], [23186.70224552, 6996.29625627], [23208.62877447, 6928.02470827], [23246.76578301, 6878.25005961], [23284.90279156, 6828.47541095], [23321.89659023, 6796.05445175], [23360.03359877, 6746.27980309], [23398.17060731, 6696.50515443], [23452.51809545, 6665.22740511], [23506.86558359, 6633.94965578], [23561.21307173, 6602.67190646], [23616.70376974, 6554.04046766], [23671.05125788, 6522.76271834], [23724.25553615, 6508.83865848], [23794.81350389, 6496.05780849], [23866.5146815, 6465.92326904], [23920.86216964, 6434.64551971], [23975.20965778, 6403.36777039], [24045.76762551, 6390.5869204], [24097.82869391, 6394.01655001], [24166.10024191, 6415.94307895], [24252.86868925, 6421.6591283], [24321.14023724, 6443.58565725], [24389.41178524, 6465.51218619], [24439.1864339, 6503.64919473], [24507.4579819, 6525.57572368], [24575.7295299, 6547.50225262], [24625.50417856, 6585.63926117], [24693.77572656, 6607.56579011], [24743.55037522, 6645.70279865], [24793.32502388, 6683.8398072], [24843.09967254, 6721.97681574], [24892.8743212, 6760.11382428], [24942.64896987, 6798.25083282], [24973.92671919, 6852.59832096], [24986.70756918, 6923.1562887], [24999.48841917, 6993.71425644], [24993.77236982, 7080.48270377], [24988.05632047, 7167.25115111], [24982.34027112, 7254.01959844], [24976.62422178, 7340.78804578], [24970.90817243, 7427.55649311], [24965.19212308, 7514.32494044], [24959.47607373, 7601.09338778], [24953.76002438, 7687.86183511], [24931.83349544, 7756.13338311], [24909.90696649, 7824.40493111], [24887.98043755, 7892.67647911], [24867.19711847, 7943.59433764], [24827.91690006, 8010.72267577], [24805.99037112, 8078.99422376], [24784.06384217, 8147.26577176], [24762.13731322, 8215.53731976], [24740.21078428, 8283.80886776], [24719.4274652, 8334.72672629], [24680.14724679, 8401.85506442], [24658.22071785, 8470.12661242], [24636.2941889, 8538.39816041], [24614.36765996, 8606.66970841], [24576.23065141, 8656.44435707], [24538.09364287, 8706.21900573], [24499.95663433, 8755.9936544], [24461.81962579, 8805.76830306], [24423.68261724, 8855.54295172], [24386.68881857, 8887.96391091], [24348.55181003, 8937.73855957], [24310.41480149, 8987.51320824], [24254.92410348, 9036.14464703], [24200.57661534, 9067.42239635], [24163.58281666, 9099.84335555], [24108.09211865, 9148.47479434], [24071.09831998, 9180.89575353], [24016.75083184, 9212.17350286], [23961.26013383, 9260.80494165], [23924.26633516, 9293.22590085], [23869.91884702, 9324.50365017], [23798.21766941, 9354.63818963], [23761.22387074, 9387.05914882]]"
22,293,Sp5C,R,"[[29686.88771257, 15915.06826978], [29600.0929657, 15909.76651656], [29513.29821882, 15904.46476335], [29444.92277196, 15882.8644114], [29376.5473251, 15861.26405945], [29308.17187824, 15839.6637075], [29258.2157314, 15801.76475682], [29208.25958455, 15763.86580614], [29158.30343771, 15725.96685546], [29108.34729087, 15688.06790477], [29058.39114403, 15650.16895409], [29008.43499719, 15612.27000341], [28958.47885035, 15574.37105273], [28908.52270351, 15536.47210205], [28876.98585669, 15482.27455263], [28827.02970985, 15444.37560195], [28795.49286303, 15390.17805254], [28745.53671618, 15352.27910186], [28713.99986936, 15298.08155244], [28664.04372252, 15260.18260176], [28632.5068757, 15205.98505235], [28600.97002888, 15151.78750293], [28569.43318206, 15097.58995352], [28537.89633524, 15043.3924041], [28506.35948841, 14989.19485469], [28474.82264159, 14934.99730528], [28443.28579477, 14880.79975586], [28411.74894795, 14826.60220645], [28398.63140115, 14756.1060583], [28367.09455432, 14701.90850889], [28353.97700752, 14631.41236074], [28322.4401607, 14577.21481133], [28309.3226139, 14506.71866318], [28296.20506709, 14436.22251503], [28283.08752029, 14365.72636689], [28288.38927351, 14278.93162001], [28275.27172671, 14208.43547186], [28262.1541799, 14137.93932372], [28249.0366331, 14067.44317557], [28235.9190863, 13996.94702742], [28204.38223948, 13942.74947801], [28172.84539265, 13888.55192859], [28141.30854583, 13834.35437918], [28128.19099903, 13763.85823103], [28096.65415221, 13709.66068162], [28065.11730539, 13655.46313221], [28051.99975858, 13584.96698406], [28057.3015118, 13498.17223718], [28096.26081313, 13430.85714096], [28133.09941316, 13398.2599435], [28170.99836384, 13348.30379666], [28226.2562639, 13299.40800046], [28313.05101078, 13304.70975368], [28383.54715893, 13291.59220687], [28451.92260579, 13313.19255882], [28520.29805265, 13334.79291077], [28607.09279953, 13340.09466399], [28675.46824639, 13361.69501594], [28743.84369325, 13383.29536789], [28812.21914011, 13404.89571984], [28862.17528695, 13442.79467052], [28930.55073381, 13464.39502247], [28980.50688065, 13502.29397315], [29030.46302749, 13540.19292383], [29061.99987431, 13594.39047324], [29111.95602115, 13632.28942392], [29125.07356795, 13702.78557207], [29156.61041478, 13756.98312149], [29188.1472616, 13811.1806709], [29201.2648084, 13881.67681905], [29232.80165522, 13935.87436846], [29245.91920202, 14006.37051661], [29277.45604885, 14060.56806602], [29290.57359565, 14131.06421417], [29322.11044247, 14185.26176358], [29335.22798927, 14255.75791173], [29348.34553608, 14326.25405987], [29361.46308288, 14396.75020802], [29374.58062968, 14467.24635617], [29406.1174765, 14521.44390558], [29437.65432332, 14575.641455], [29450.77187013, 14646.13760314], [29482.30871695, 14700.33515256], [29513.84556377, 14754.53270197], [29545.38241059, 14808.73025138], [29576.91925741, 14862.9278008], [29608.45610424, 14917.12535021], [29639.99295106, 14971.32289963], [29671.52979788, 15025.52044904], [29721.48594472, 15063.41939972], [29753.02279154, 15117.61694914], [29784.55963836, 15171.81449855], [29797.67718517, 15242.3106467], [29829.21403199, 15296.50819611], [29860.75087881, 15350.70574552], [29873.86842561, 15421.20189367], [29868.5666724, 15507.99664055], [29863.26491918, 15594.79138743], [29857.96316596, 15681.58613431], [29853.72176339, 15751.02193181], [29831.0610608, 15836.75632805], [29794.22246076, 15869.35352551], [29740.02491135, 15900.89037233]]"
23,181,LC,L,"[[26101.1289219, 12024.57401371], [25851.7027096, 12039.78485939], [25517.94286066, 12095.47266908], [25160.16436141, 12138.90375635], [24929.32870342, 12194.39657703], [24774.55559861, 12279.83093856], [24702.17887886, 12459.50746625], [24747.80509663, 12625.80558332], [24775.07767573, 12748.28895437], [24833.62943619, 12986.42707003], [24919.53762897, 13134.13463279], [25012.98519504, 13275.25048475], [25203.2600358, 13348.33795137], [25351.91526105, 13248.2986745], [25470.90778768, 13114.33221781], [25624.08537306, 12893.94181049], [25701.61134658, 12796.22976322], [25792.36266832, 12607.13950057], [25947.67249429, 12354.95415403], [26047.57967207, 12240.99974537], [26126.07427138, 12075.92813303]]"
24,310,X,R,"[[20534.23707435, 13220.31010179], [20409.11800596, 13178.43864699], [20465.69478363, 13070.51706329], [20551.68220704, 12996.99044895], [20637.66963044, 12923.46383461], [20723.65705384, 12849.93722027], [20802.91485627, 12759.8361617], [20896.2549411, 12694.9082897], [21003.0542679, 12663.12930615], [21145.37082097, 12690.29543808], [21236.09491999, 12761.57753862], [21283.82530731, 12869.62294633], [21258.52829674, 12988.01239373], [21157.83555046, 13044.34152339], [21034.46177944, 13082.85012791], [20919.0637103, 13121.98177289], [20803.66564116, 13161.11341787], [20681.53795103, 13183.67061862], [20558.78722046, 13214.20352126]]"
25,339,DC,R,"[[19268.75179556, 12656.32487011], [19222.57998253, 12547.60429395], [19159.00100761, 12453.34022896], [19078.01487081, 12373.53267514], [18953.51082931, 12329.86639925], [18817.35255616, 12325.292052], [18672.49070207, 12327.94596034], [18520.40059239, 12321.89628773], [18369.78580807, 12299.9147786], [18253.98534751, 12249.02024713], [18155.59204883, 12183.66920448], [18065.90233109, 12111.08990625], [17993.61977523, 12024.05409684], [17938.74438125, 11922.56177627], [17901.27614916, 11806.61294452], [17881.21507894, 11676.2076016], [17917.65309924, 11542.99997916], [18019.8830825, 11480.15866692], [18128.60365866, 11433.98685388], [18243.81482773, 11404.48454005], [18367.72957774, 11367.75397063], [18490.16900239, 11346.95523774], [18628.54026357, 11327.6318302], [18779.1550479, 11349.61333933], [18921.06625128, 11378.82310404], [19036.86671184, 11429.71763552], [19135.26001052, 11495.06867816], [19224.94972826, 11567.6479764], [19288.52870318, 11661.91204139], [19343.40409715, 11763.40436196], [19398.27949113, 11864.89668254], [19444.45130417, 11973.6172587], [19481.91953627, 12089.56609045], [19493.27702554, 12227.19968895], [19464.06726082, 12369.11089233], [19405.94447376, 12476.20777195], [19341.3310938, 12566.63515237]]"
